representative,synonym,group_size
varying levels of disruption to the culturing environment,varying levels of disruption to the culturing environment,1
very large amount of data must be transmitted at once,very large amount of data must be transmitted at once,1
very limited addressable market,very limited addressable market,1
very little space between the user and the care giver,very little space between the user and the care giver,1
viability grading difficult,viability grading difficult,1
victim confused and/or scared,victim confused and/or scared,1
victim helpless,victim helpless,1
victim may not feel safe or comfortable,victim may not feel safe or comfortable,1
victim may not have knowledge of the abuser's location,victim may not have knowledge of the abuser's location,1
victim may still be fearful that the abuser is following him or her,victim may still be fearful that the abuser is following him or her,1
victim may suffer great distress from encountering the abuser,victim may suffer great distress from encountering the abuser,1
viral infection,viral infection,1
visiting nurse program provides no facilities for continuous monitoring of the patient,visiting nurse program provides no facilities for continuous monitoring of the patient,1
vomiting,vomiting,1
vulgarity,vulgarity,1
vulnerable individuals not capable of fully looking after themselves,vulnerable individuals at risk of danger,2
vulnerable individuals not capable of fully looking after themselves,vulnerable individuals not capable of fully looking after themselves,2
